"","SiteName","SampleName","SampleDate","RiffleDepth"
"553","09JEN1357","09JEN1357_20",2020-08-17 22:00:00,4.58380202474691
"554","08ISS4730","08ISS4730_20",2020-08-18 16:30:00,4.82283464566929
"555","08ISS4735","08ISS4735_20",2020-08-18 19:45:00,2.48523622047244
"556","08NOR2115","08NOR2115_20",2020-08-18 21:40:00,3.49409448818898
"557","08LAK3628","08LAK3628_20",2020-08-19 16:40:00,2.38681102362205
"558","09BLA0768","09BLA0768_20",2020-08-19 19:40:00,2.97736220472441
"559","08EAS1964","08EAS1964_20",2020-08-19 22:00:00,3.71555118110236
"560","08SAM2674","08SAM2674_20",2020-08-20 16:15:00,2.70669291338583
"561","08BEA3914","08BEA3914_20",2020-08-20 17:00:00,1.47637795275591
"562","08BEA3826","08BEA3826_20",2020-08-20 18:24:00,1.42716535433071
"563","08EAS2191","08EAS2191_20",2020-08-20 18:40:00,2.58366141732283
"564","08SAM3047","08SAM3047_20",2020-08-20 20:35:00,1.67322834645669
"565","08EVA3637","08EVA3637_20",2020-08-20 21:30:00,2.23917322834646
"566","08LIT2781","08LIT2781_20",2020-08-21 07:10:00,2.50984251968504
"567","08SAM1914","08SAM1914_20",2020-08-21 16:45:00,2.09153543307087
"568","07SFS066611","07SFS066611_20",2020-08-24 17:40:00,1.79625984251968
"569","09DEE2163","09DEE2163_20",2020-08-24 17:50:00,2.78051181102362
"570","09DUW0277","09DUW0277_20",2020-08-24 20:30:00,3.00196850393701
"571","07SFS009443","07SFS009443_20",2020-08-24 21:30:00,4.97047244094488
"572","09LOW0325","09LOW0325_20",2020-08-24 22:10:00,2.80511811023622
"573","07PAT001415","07PAT001415_20",2020-08-25 16:00:00,4.18307086614173
"574","08NOR2306","08NOR2306_20",2020-08-25 16:00:00,5.80708661417323
"575","08NOR1362","08NOR1362_20",2020-08-25 19:00:00,4.92125984251969
"576","07STL080295","07STL080295_20",2020-08-25 19:15:00,7.8248031496063
"577","08WES0905","08WES0905_20",2020-08-25 22:15:00,2.97736220472441
"578","07RAG002867","07RAG002867_20",2020-08-26 18:40:00,1.5748031496063
"579","07LNT130827","07LNT130827_20",2020-08-26 20:00:00,9.375
"580","Miller_Cove","Miller_Cove_20",2020-08-27 16:15:00,2.85433070866142
"581","07RAG012515","07RAG012515_20",2020-08-27 17:10:00,5.24114173228346
"582","Miller_SWSSD","Miller_SWSSD_20",2020-08-27 18:55:00,3.39566929133858
"583","08EVA3813","08EVA3813_20",2020-08-27 20:00:00,2.01771653543307
"584","08LIT2682","08LIT2682_20",2020-08-27 20:30:00,5.70866141732283
"585","WalkerPreserve","WalkerPreserve_20",2020-08-27 21:15:00,2.70669291338583
"586","08EAS1536","08EAS1536_20",2020-08-31 17:45:00,2.14074803149606
"587","BSE_1_MudMtnRd","BSE_1_MudMtnRd_20",2020-08-31 18:00:00,3.66633858267717
"588","BSE_8_268hAveSE","BSE_8_268hAveSE_20",2020-08-31 20:50:00,2.36220472440945
"589","08BEA3747","08BEA3747_20",2020-08-31 21:00:00,7.13582677165354
"590","08WES1579","08WES1579_20",2020-09-01 15:52:00,1.87007874015748
"591","07RAG004615","07RAG004615_20",2020-09-01 16:15:00,4.6259842519685
"592","08WES1490","08WES1490_20",2020-09-01 17:45:00,1.87007874015748
"593","07RAG018227","07RAG018227_20",2020-09-01 19:30:00,4.28149606299213
"594","08WES1340","08WES1340_20",2020-09-01 20:00:00,2.46062992125984
"595","08WES1037","08WES1037_20",2020-09-01 22:05:00,2.11614173228346
"596","08EVA3642","08EVA3642_20",2020-09-02 16:00:00,1.96850393700787
"597","08SAM2865","08SAM2865_20",2020-09-02 16:15:00,3.98622047244094
"598","07HAR070087","07HAR070087_20",2020-09-02 16:30:00,3.39566929133858
"599","09SOO1130","09SOO1130_20",2020-09-02 16:45:00,8.02165354330709
"600","BSE_21_GolfCrs","BSE_21_GolfCrs_20",2020-09-02 20:15:00,6.93897637795276
"601","07RAG022147","07RAG022147_20",2020-09-03 16:50:00,1.37795275590551
"602","08EAS2631","08EAS2631_20",2020-09-03 18:20:00,3.76476377952756
"603","07SFS041891","07SFS041891_20",2020-09-03 20:25:00,7.92322834645669
"604","08EAS2272","08EAS2272_20",2020-09-03 21:00:00,4.15846456692913
"605","08SAM0000","08SAM0000_20",2020-09-09 19:00:00,2.50984251968504
"606","07STL184007","07STL184007_20",2020-09-10 18:00:00,6.10236220472441
"607","08LAK3540","08LAK3540_20",2020-09-21 16:00:00,2.95275590551181
"608","08LIT2585","08LIT2585_20",2020-09-21 16:30:00,3.29724409448819
"609","07LMS055075","07LMS055075_20",2020-09-21 16:45:00,2.58366141732283
"610","08LAK3627","08LAK3627_20",2020-09-21 17:55:00,3.74015748031496
"611","08BEA3312","08BEA3312_20",2020-09-21 18:50:00,3.83858267716535
"612","07TKL047047","07TKL047047_20",2020-09-21 20:00:00,5.38877952755905
"613","08EAS2546","08EAS2546_20",2020-09-21 22:00:00,2.58366141732283
"614","08EAS2446","08EAS2446_20",2020-09-22 15:10:00,2.82972440944882
"615","07LMS103591","07LMS103591_20",2020-09-22 16:42:00,4.08464566929134
"616","07LNT062039","07LNT062039_20",2020-09-22 17:15:00,4.23228346456693
"617","08EAS2540","08EAS2540_20",2020-09-22 17:15:00,1.30413385826772
"618","07LMS026663","07LMS026663_20",2020-09-22 18:55:00,5.34308211473566
"619","09MID1537","09MID1537_20",2020-09-22 20:00:00,1.5994094488189
"620","07LNT075179","07LNT075179_20",2020-09-22 20:15:00,3.88779527559055
"621","07SFS011475","07SFS011475_20",2020-09-22 21:11:00,4.82283464566929
"622","VashShing","VashShin_20",2020-09-22 21:20:00,2.65748031496063
"623","08LIT2602","08LIT2602_20",2020-09-22 21:45:00,3.49409448818898
"624","07GRN022903","07GRN022903_20",2020-09-23 16:30:00,4.47834645669291
"625","09MID2426","09MID2426_20",2020-09-23 16:30:00,2.63287401574803
"626","07LNT163403","07LNT163403_20",2020-09-29 17:45:00,3.42027559055118
"627","09MID1958","09MID1958_20",2020-09-29 17:45:00,1.87007874015748
"628","07CHR070059","07CHR070059_20",2020-09-29 18:15:00,3.1742125984252
"629","09MID1744","09MID1744_20",2020-09-29 20:25:00,3.83858267716535
"630","07CHR045515","07CHR045515_20",2020-09-29 21:45:00,8.02165354330709
"631","08LIT2603","08LIT2603_20",2020-09-29 22:00:00,4.94586614173228
"632","07RAG043443","07RAG043443_20",2020-09-30 16:30:00,4.45374015748031
"633","09DEE2294","09DEE2294_20",2020-09-30 16:30:00,2.78051181102362
"634","08SAM2862","08SAM2862_20",2020-09-30 17:00:00,2.90354330708661
"635","09NEW2128","09NEW2128_20",2020-09-30 18:45:00,4.45374015748031
"636","07GRN077319","07GRN077319_20",2020-09-30 19:45:00,4.06003937007874
"637","08SAM3045","08SAM3045_20",2020-09-30 20:00:00,2.60826771653543
"638","08ISS4573","08ISS4573_20",2020-10-01 17:40:00,2.85433070866142
"639","09NEW1657","09NEW1657_20",2020-10-01 17:53:00,3.59955005624297
"640","09SOO1209","09SOO1209_20",2020-10-01 18:15:00,7.06200787401575
"641","09LOW0751","09LOW0751_20",2020-10-01 18:30:00,2.41141732283465
"642","08LAK3880","08LAK3880_20",2020-10-01 19:30:00,3.1003937007874
"643","09SOO1022","09SOO1022_20",2020-10-01 20:45:00,3.00196850393701
"644","09NEW2076","09NEW2076_20",2020-10-01 21:00:00,2.23917322834646
"645","07CHR234411","07CHR234411_20",2020-10-02 16:30:00,4.45374015748031
"646","28A","28A_20",2020-10-05 20:30:00,3.54330708661417
"647","VashChris","VashChris_20",2020-10-05 22:00:00,2.95275590551181
"648","09SOO1283","09SOO1283_20",2020-10-06 21:00:00,3.29724409448819
"649","07SFS011059","07SFS011059_20",2020-10-07 16:30:00,9.84251968503937
"650","07PAT228627","07PAT228627_20",2020-10-07 19:00:00,4.28149606299213
"651","07LMS093027","07LMS093027_20",2020-10-07 19:21:00,9.25196850393701
"652","08LAK3699","08LAK3699_20",2020-10-07 21:50:00,3.74015748031496
"653","08CED5046","08CED5046_21",2021-07-12 20:45:00,4.6259842519685
"654","08CED5032","08CED5032_21",2021-07-13 20:45:00,6.34842519685039
"655","08WES1178","08WES1178_21",2021-07-14 19:30:00,2.06692913385827
"656","08ISS4724","08ISS4724_21",2021-07-14 20:45:00,4.15846456692913
"657","08SAM1914","08SAM1914_21",2021-07-19 16:00:00,1.67322834645669
"658","09MIL0340","09MIL0340_21",2021-07-19 16:00:00,3.69094488188976
"659","08SAM2855","08SAM2855_21",2021-07-19 18:45:00,1.37795275590551
"660","09MIL0390","09MIL0390_21",2021-07-19 19:15:00,2.50984251968504
"661","08BEA3312","08BEA3312_21",2021-07-19 21:00:00,1.87007874015748
"662","09MID1817","09MID1817_21",2021-07-19 21:45:00,4.03543307086614
"663","07HAR070087","07HAR070087_21",2021-07-20 17:15:00,3.1742125984252
"664","07TKL072439","07TKL072439_21",2021-07-20 19:30:00,2.55905511811024
"665","08EVA3642","08EVA3642_21",2021-07-20 20:15:00,1.45177165354331
"666","07LMS055075","07LMS055075_21",2021-07-21 16:15:00,2.90354330708661
"667","07PAT231079","07PAT231079_21",2021-07-21 16:30:00,2.06692913385827
"668","08EAS2540","08EAS2540_21",2021-07-21 19:45:00,1.42716535433071
"669","08EAS2446","08EAS2446_21",2021-07-21 22:00:00,2.90354330708661
"670","09COV1862","09COV1862_21",2021-07-22 15:30:00,2.85433070866142
"671","08CED2898","08CED2898_21",2021-07-22 16:15:00,2.11614173228346
"672","08WES0622","08WES0622_21",2021-07-22 17:00:00,1.87007874015748
"673","08EAS2631","08EAS2631_21",2021-07-22 18:36:00,2.90354330708661
"674","09COV1864","09COV1864_21",2021-07-22 19:00:00,1.6240157480315
"675","08ISS4730","08ISS4730_21",2021-07-26 17:00:00,4.6751968503937
"676","07SFS066611","07SFS066611_21",2021-07-26 17:20:00,3.1496062992126
"677","08ISS4735","08ISS4735_21",2021-07-26 20:30:00,1.87007874015748
"678","08ISS4748","08ISS4748_21",2021-07-26 20:50:00,4.97047244094488
"679","08WES0905","08WES0905_21",2021-07-26 22:30:00,2.80511811023622
"680","08ISS3877","08ISS3877_21",2021-07-27 15:45:00,4.6259842519685
"681","09DUW0091","09DUW0091_21",2021-07-28 16:15:00,2.21456692913386
"682","ZAK","ZAK_21",2021-07-28 16:30:00,3.1496062992126
"683","09DEE2211","09DEE2211_21",2021-07-28 17:00:00,4.57677165354331
"684","09DUW0225","09DUW0225_21",2021-07-28 19:30:00,1.77165354330709
"685","09NEW2128","09NEW2128_21",2021-07-28 19:30:00,3.00196850393701
"686","08LAK3540","08LAK3540_21",2021-07-28 20:00:00,2.01771653543307
"687","09NEW2102","09NEW2102_21",2021-07-28 21:00:00,3.83858267716535
"688","08EAS2058","08EAS2058_21",2021-07-29 16:45:00,3.29724409448819
"689","08CED4192","08CED4192_21",2021-08-02 17:00:00,6.10236220472441
"690","09JEN1318","09JEN1318_21",2021-08-02 20:30:00,5.97933070866142
"691","09JEN1357","09JEN1357_21",2021-08-02 22:15:00,5.85629921259843
"692","08BEA3650","08BEA3650_21",2021-08-04 15:30:00,5.90551181102362
"693","08WES0903","08WES0903_21",2021-08-04 17:30:00,3.39566929133858
"694","09SOO1022","09SOO1022_21",2021-08-04 17:30:00,2.23917322834646
"695","08BEA3737","08BEA3737_21",2021-08-04 18:00:00,2.73129921259843
"696","09SOO1134","09SOO1134_21",2021-08-04 20:30:00,7.13582677165354
"697","08EAS2191","08EAS2191_21",2021-08-04 21:30:00,2.95275590551181
"698","07LMS033235","07LMS033235_21",2021-08-05 16:00:00,3.37106299212598
"699","09MID1958","09MID1958_21",2021-08-05 16:45:00,1.5255905511811
"700","09MID1744","09MID1744_21",2021-08-05 20:15:00,3.83858267716535
"701","08LAK2827","08LAK2827_21",2021-08-05 20:30:00,2.73129921259843
"702","07RAG004615","07RAG004615_21",2021-08-09 17:00:00,9.94094488188976
"703","08BEA3747","08BEA3747_21",2021-08-09 17:00:00,3.78937007874016
"704","07PAT166087","07PAT166087_21",2021-08-09 20:00:00,4.87204724409449
"705","08NOR1370","08NOR1370_21",2021-08-09 21:00:00,5.11811023622047
"706","08WES1490","08WES1490_21",2021-08-12 15:30:00,2.11614173228346
"707","09LOW0753","09LOW0753_21",2021-08-12 16:00:00,1.5748031496063
"708","07STL184007","07STL184007_21",2021-08-12 17:30:00,5.46259842519685
"709","08LIT2692","08LIT2692_21",2021-08-12 18:15:00,5.11811023622047
"710","08WES1579","08WES1579_21",2021-08-12 18:20:00,1.79625984251968
"711","09SOO0943","09SOO0943_21",2021-08-12 19:15:00,7.52952755905512
"712","08LIT2602","08LIT2602_21",2021-08-12 22:00:00,3.29724409448819
"713","07PAT228627","07PAT228627_21",2021-08-17 16:45:00,3.1496062992126
"714","07RAG043443","07RAG043443_21",2021-08-17 21:30:00,6.00393700787402
"715","09DUW0277","09DUW0277_21",2021-08-18 18:30:00,3.83858267716535
"716","08EAS2546","08EAS2546_21",2021-08-19 16:00:00,2.01771653543307
"717","08SAM0000","08SAM0000_21",2021-08-19 16:45:00,3.0511811023622
"718","08WES0629","08WES0629_21",2021-08-19 21:00:00,2.60826771653543
"719","07GRN022903","07GRN022903_21",2021-08-23 17:05:00,2.75590551181102
"720","07CHR045515","07CHR045515_21",2021-08-23 17:45:00,3.83858267716535
"721","07LNT062039","07LNT062039_21",2021-08-23 20:45:00,6.05314960629921
"722","07CHR234411","07CHR234411_21",2021-08-23 22:00:00,3.91240157480315
"723","08LAK3121","08LAK3121_21",2021-08-24 16:45:00,1.94389763779528
"724","07LNT075179","07LNT075179_21",2021-08-24 18:30:00,4.7244094488189
"725","08NOR2115","08NOR2115_21",2021-08-24 20:30:00,3.88779527559055
"726","08ISS3962","08ISS3962_21",2021-08-25 17:15:00,5.61023622047244
"727","07LNT130827","07LNT130827_21",2021-08-25 18:00:00,8.95669291338583
"728","08SAM2674","08SAM2674_21",2021-08-26 16:45:00,2.55905511811024
"729","08ISS4573","08ISS4573_21",2021-08-26 17:00:00,2.55905511811024
"730","08LAK3699","08LAK3699_21",2021-08-26 20:00:00,3.24803149606299
"731","08BEA3474","08BEA3474_21",2021-08-26 21:00:00,10.2362204724409
"732","08WES1340","08WES1340_21",2021-08-30 16:45:00,2.65748031496063
"733","08LIT2585","08LIT2585_21",2021-08-31 17:15:00,3.59251968503937
"734","08SAM2862","08SAM2862_21",2021-08-31 21:00:00,2.50984251968504
"735","BSE_1_MudMtnRd","BSE_1_MudMtnRd_21",2021-09-01 16:30:00,3.54330708661417
"736","BSE_8_268hAveSE","BSE_8_268hAveSE_21",2021-09-01 19:15:00,4.28149606299213
"737","BSE_21_GolfCrs","BSE_21_GolfCrs_21",2021-09-01 21:00:00,4.92125984251969
"738","07PAT001415","07PAT001415_21",2021-09-02 17:00:00,3.69094488188976
"739","08BEA3914","08BEA3914_21",2021-09-02 17:00:00,1.82086614173228
"740","07STL080295","07STL080295_21",2021-09-02 20:30:00,7.52952755905512
"741","08BEA3826","08BEA3826_21",2021-09-02 20:30:00,1.42716535433071
"742","07SFS041891","07SFS041891_21",2021-09-02 20:45:00,8.66141732283465
"743","08SAM3047","08SAM3047_21",2021-09-08 18:30:00,1.47637795275591
"744","08EVA3813","08EVA3813_21",2021-09-09 16:30:00,2.41141732283465
"745","08SAM3045","08SAM3045_21",2021-09-09 19:45:00,2.70669291338583
"746","VashShing","VashShin_21",2021-09-13 16:30:00,3.39566929133858
"747","09BLA0716","09BLA0716_21",2021-09-13 16:45:00,3.98622047244094
"748","07LMS213875","07LMS213875_21",2021-09-13 17:15:00,8.41535433070866
"749","28A","28A_21",2021-09-13 18:30:00,3.64173228346457
"750","09BLA0675","09BLA0675_21",2021-09-13 19:30:00,3.56791338582677
"751","VashChris","VashChris_21",2021-09-13 21:00:00,3.00196850393701
"752","07SFS009443","07SFS009443_21",2021-09-13 21:15:00,8.61220472440945
"753","09BLA0771","09BLA0771_21",2021-09-13 21:45:00,1.30413385826772
"754","08CED2433","08CED2433_21",2021-09-14 16:15:00,3.88779527559055
"755","Miller_Cove","Miller_Cove_21",2021-09-14 16:30:00,3.00196850393701
"756","08CED2518","08CED2518_21",2021-09-14 18:00:00,3.00196850393701
"757","Miller_SWSSD","Miller_SWSSD_21",2021-09-14 19:50:00,3.34645669291339
"758","08CED2711","08CED2711_21",2021-09-14 21:00:00,2.85433070866142
"759","09NEW1657","09NEW1657_21",2021-09-15 16:45:00,4.37992125984252
"760","09BLA0772","09BLA0772_21",2021-09-15 21:00:00,2.36220472440945
"761","08EVA3637","08EVA3637_21",2021-09-16 15:45:00,1.89468503937008
"762","07LMS103591","07LMS103591_21",2021-09-16 16:30:00,4.16197975253093
"763","07SFS011475","07SFS011475_21",2021-09-16 17:00:00,8.75984251968504
"764","08LIT2781","08LIT2781_21",2021-09-16 18:00:00,3.83858267716535
"765","08BEA3571","08BEA3571_21",2021-09-16 18:30:00,4.6259842519685
"766","07LMS026663","07LMS026663_21",2021-09-16 19:15:00,7.18503937007874
"767","07SFS011059","07SFS011059_21",2021-09-16 20:00:00,6.44685039370079
"768","07LMS093027","07LMS093027_21",2021-09-16 20:30:00,6.88976377952756
"769","08LIT2603","08LIT2603_21",2021-09-16 20:30:00,5.41338582677165
"770","08EAS1536","08EAS1536_21",2021-09-20 16:00:00,1.94389763779528
"771","WalkerPreserve","WalkerPreserve_21",2021-09-20 16:15:00,4.47834645669291
"772","08EAS2272","08EAS2272_21",2021-09-20 18:00:00,5.95472440944882
"773","09BLA0722","09BLA0722_21",2021-09-20 18:00:00,3.74015748031496
"774","08EAS1964","08EAS1964_21",2021-09-20 20:30:00,4.18307086614173
"775","09BLA0756","09BLA0756_21",2021-09-20 20:30:00,2.04232283464567
"776","08LAK3628","08LAK3628_21",2021-09-21 16:00:00,2.26377952755906
"777","09MID1374","09MID1374_21",2021-09-21 17:00:00,4.03543307086614
"778","08ISS4294","08ISS4294_21",2021-09-21 17:15:00,3.88779527559055
"779","09NEW2076","09NEW2076_21",2021-09-21 20:00:00,2.31299212598425
"780","08LAK3879","08LAK3879_21",2021-09-21 20:45:00,3.24803149606299
"781","07RAG018227","07RAG018227_21",2021-09-22 17:00:00,4.03543307086614
"782","08BEA3321","08BEA3321_21",2021-09-22 18:00:00,5.26574803149606
"783","07RAG022147","07RAG022147_21",2021-09-22 21:15:00,1.27952755905512
"784","07RAG012515","07RAG012515_21",2021-09-22 21:30:00,5.61023622047244
"785","08LAK3880","08LAK3880_21",2021-09-23 16:00:00,2.90354330708661
"786","08EVA3640","08EVA3640_21",2021-09-23 16:30:00,3.64173228346457
"787","07CHR070059","07CHR070059_21",2021-09-23 16:45:00,3.83858267716535
"788","09BLA0817","09BLA0817_21",2021-09-23 19:00:00,1.74353205849269
"789","07HAR025863","07HAR025863_21",2021-09-23 19:45:00,4.03543307086614
"790","08SAM2865","08SAM2865_21",2021-09-23 19:45:00,4.23228346456693
"791","07GRN077319","07GRN077319_21",2021-09-23 21:35:00,4.13385826771654
"792","08WES1037","08WES1037_21",2021-09-28 21:40:00,2.01771653543307
"793","07PAT187623","07PAT187623_21",2021-09-29 15:45:00,9.74409448818898
"794","07TKL047047","07TKL047047_21",2021-09-29 16:00:00,5.21653543307087
"795","08NOR1750","08NOR1750_21",2021-09-29 16:20:00,5.85629921259843
"796","08NOR2306","08NOR2306_21",2021-09-29 19:00:00,6.54527559055118
"797","07RAG002867","07RAG002867_21",2021-09-29 19:30:00,2.95275590551181
"798","07LNT163403","07LNT163403_21",2021-09-29 20:00:00,2.55905511811024
"799","08LIT2682","08LIT2682_21",2021-09-29 21:40:00,5.06889763779528
"800","08NOR1362","08NOR1362_21",2021-10-04 17:15:00,5.63484251968504
"801","09COV1756","09COV1756_21",2021-10-04 20:20:00,3.0511811023622
"802","09LOW0325","09LOW0325_21",2021-10-04 22:15:00,2.46062992125984
"803","09COV1165","09COV1165_21",2021-10-04 22:45:00,5.85629921259843
"804","09MID2426","09MID2426_21",2021-10-05 16:30:00,2.01771653543307
"805","09COV1418","09COV1418_21",2021-10-05 19:15:00,2.28838582677165
"806","09DEE2294","09DEE2294_21",2021-10-06 15:05:00,6.98818897637795
"807","09LOW0751","09LOW0751_21",2021-10-06 18:00:00,2.36220472440945
"808","09SOO1130","09SOO1130_21",2021-10-06 20:30:00,5.06889763779528
"809","09SOO1209","09SOO1209_21",2021-10-07 14:30:00,6.2992125984252
"810","09DEE2208","09DEE2208_21",2021-10-07 16:20:00,4.6751968503937
"811","09SOO1283","09SOO1283_21",2021-10-07 16:30:00,3.59251968503937
"812","09BLA0768","09BLA0768_21",2021-10-07 17:15:00,3.0511811023622
"813","09DEE2163","09DEE2163_21",2021-10-07 18:15:00,3.39566929133858
