"","SiteName","SampleDate","LargeWoodyDebrisNumber","SampleName"
"449","07LNT130827",2020-08-26 20:00:00,8,"07LNT130827_20"
"450","WalkerPreserve",2020-08-27 21:15:00,0,"WalkerPreserve_20"
"451","Miller_SWSSD",2020-08-27 18:55:00,9,"Miller_SWSSD_20"
"452","Miller_Cove",2020-08-27 16:15:00,7,"Miller_Cove_20"
"453","09JEN1357",2020-08-17 22:00:00,2,"09JEN1357_20"
"454","08LAK3628",2020-08-19 16:40:00,11,"08LAK3628_20"
"455","09BLA0768",2020-08-19 19:40:00,0,"09BLA0768_20"
"456","08EAS1964",2020-08-19 22:00:00,22,"08EAS1964_20"
"457","09DEE2163",2020-08-24 17:50:00,2,"09DEE2163_20"
"458","09DUW0277",2020-08-24 20:30:00,1,"09DUW0277_20"
"459","09LOW0325",2020-08-24 22:10:00,1,"09LOW0325_20"
"460","08LIT2682",2020-08-27 20:30:00,18,"08LIT2682_20"
"461","08LAK3121",2020-08-13 16:30:00,11,"08LAK3121_20"
"462","07LMS033235",2020-08-12 17:30:00,30,"07LMS033235_20"
"463","08LIT2692",2020-08-11 21:23:00,15,"08LIT2692_20"
"464","08EAS1536",2020-08-31 17:45:00,5,"08EAS1536_20"
"465","08LIT2685",2020-08-11 17:30:00,0,"08LIT2685_20"
"466","08EVA3637",2020-08-20 21:30:00,2,"08EVA3637_20"
"467","08LAK2827",2020-08-13 19:45:00,0,"08LAK2827_20"
"468","09COV1756",2020-07-28 19:50:00,27,"09COV1756_20"
"469","08EAS2191",2020-08-20 18:40:00,6,"08EAS2191_20"
"470","08EVA3642",2020-09-02 16:00:00,7,"08EVA3642_20"
"471","08SAM1914",2020-08-21 16:45:00,0,"08SAM1914_20"
"472","08LIT2781",2020-08-21 07:10:00,0,"08LIT2781_20"
"473","08WES1490",2020-09-01 17:45:00,3,"08WES1490_20"
"474","08BEA3747",2020-08-31 21:00:00,0,"08BEA3747_20"
"475","09COV1862",2020-07-30 16:30:00,11,"09COV1862_20"
"476","08SAM2674",2020-08-20 16:15:00,0,"08SAM2674_20"
"477","08WES0905",2020-08-25 22:15:00,0,"08WES0905_20"
"478","08NOR1362",2020-08-25 19:00:00,2,"08NOR1362_20"
"479","08NOR2306",2020-08-25 16:00:00,1,"08NOR2306_20"
"480","08EAS2631",2020-09-03 18:20:00,16,"08EAS2631_20"
"481","07RAG004615",2020-09-01 16:15:00,2,"07RAG004615_20"
"482","08ISS3877",2020-07-20 17:30:00,11,"08ISS3877_20"
"483","09LOW0753",2020-08-05 19:10:00,2,"09LOW0753_20"
"484","07RAG018227",2020-09-01 19:30:00,12,"07RAG018227_20"
"485","08EAS2272",2020-09-03 21:00:00,0,"08EAS2272_20"
"486","09COV1864",2020-08-03 21:00:00,3,"09COV1864_20"
"487","08SAM2865",2020-09-02 16:15:00,9,"08SAM2865_20"
"488","08WES1579",2020-09-01 15:52:00,1,"08WES1579_20"
"489","07HAR070087",2020-09-02 16:30:00,4,"07HAR070087_20"
"490","08WES1037",2020-09-01 22:05:00,3,"08WES1037_20"
"491","08WES1340",2020-09-01 20:00:00,13,"08WES1340_20"
"492","07SFS009443",2020-08-24 21:30:00,4,"07SFS009443_20"
"493","07SFS066611",2020-08-24 17:40:00,6,"07SFS066611_20"
"494","07RAG002867",2020-08-26 18:40:00,7,"07RAG002867_20"
"495","09DUW0091",2020-07-28 15:30:00,2,"09DUW0091_20"
"496","09MID1817",2020-08-03 18:15:00,5,"09MID1817_20"
"498","07HAR025863",2020-08-05 16:40:00,2,"07HAR025863_20"
"499","08NOR2115",2020-08-18 21:40:00,10,"08NOR2115_20"
"500","09MID1537",2020-09-22 20:00:00,0,"09MID1537_20"
"501","08EAS2446",2020-09-22 15:10:00,0,"08EAS2446_20"
"502","08EAS2540",2020-09-22 17:15:00,7,"08EAS2540_20"
"503","08LAK3540",2020-09-21 16:00:00,3,"08LAK3540_20"
"504","08LAK3627",2020-09-21 17:55:00,0,"08LAK3627_20"
"505","08EAS2546",2020-09-21 22:00:00,0,"08EAS2546_20"
"506","09MID2426",2020-09-23 16:30:00,4,"09MID2426_20"
"507","07LNT062039",2020-09-22 17:15:00,11,"07LNT062039_20"
"508","07LNT075179",2020-09-22 20:15:00,15,"07LNT075179_20"
"509","07CHR070059",2020-09-29 18:15:00,6,"07CHR070059_20"
"510","07CHR045515",2020-09-29 21:45:00,0,"07CHR045515_20"
"511","07RAG043443",2020-09-30 16:30:00,12,"07RAG043443_20"
"512","07GRN077319",2020-09-30 19:45:00,4,"07GRN077319_20"
"513","09SOO1022",2020-10-01 20:45:00,5,"09SOO1022_20"
"514","09SOO1209",2020-10-01 18:15:00,0,"09SOO1209_20"
"515","08LIT2602",2020-09-22 21:45:00,13,"08LIT2602_20"
"517","07CHR234411",2020-10-02 16:30:00,10,"07CHR234411_20"
"521","08ISS4748",2020-08-03 20:00:00,0,"08ISS4748_20"
"522","08ISS3962",2020-08-03 22:20:00,18,"08ISS3962_20"
"523","08ISS4884",2020-08-03 17:00:00,9,"08ISS4884_20"
"524","09NEW2128",2020-09-30 18:45:00,1,"09NEW2128_20"
"525","08BEA3737",2020-07-21 20:20:00,0,"08BEA3737_20"
"526","09DEE2294",2020-09-30 16:30:00,0,"09DEE2294_20"
"529","08LAK3699",2020-10-07 21:50:00,5,"08LAK3699_20"
"532","07GRN022903",2020-09-23 16:30:00,6,"07GRN022903_20"
"533","07LMS055075",2020-09-21 16:45:00,1,"07LMS055075_20"
"534","07TKL047047",2020-09-21 20:00:00,5,"07TKL047047_20"
"535","07PAT228627",2020-10-07 19:00:00,2,"07PAT228627_20"
"544","07LNT163403",2020-09-29 17:45:00,2,"07LNT163403_20"
"545","08LIT2603",2020-09-29 22:00:00,0,"08LIT2603_20"
"546","08EAS2058",2020-07-27 19:30:00,3,"08EAS2058_20"
"547","07LMS026663",2020-09-22 18:55:00,9,"07LMS026663_20"
"548","08WES0622",2020-08-06 19:01:00,2,"08WES0622_20"
"549","09NEW2076",2020-10-01 21:00:00,4,"09NEW2076_20"
"550","07SFS011475",2020-09-22 21:11:00,0,"07SFS011475_20"
"551","08WES0629",2020-08-06 20:45:00,5,"08WES0629_20"
"552","09BLA0817",2020-08-13 18:30:00,4,"09BLA0817_20"
"553","VashShing",2020-09-22 21:20:00,10,"VashShin_20"
"554","08BEA3914",2020-08-20 17:00:00,5,"08BEA3914_20"
"555","08BEA3826",2020-08-20 18:24:00,5,"08BEA3826_20"
"556","09MID1958",2020-09-29 17:45:00,3,"09MID1958_20"
"557","08SAM3047",2020-08-20 20:35:00,4,"08SAM3047_20"
"558","09MID1744",2020-09-29 20:25:00,6,"09MID1744_20"
"559","08EVA3813",2020-08-27 20:00:00,2,"08EVA3813_20"
"560","08SAM2862",2020-09-30 17:00:00,9,"08SAM2862_20"
"561","07STL184007",2020-09-10 18:00:00,2,"07STL184007_20"
"562","08SAM3045",2020-09-30 20:00:00,1,"08SAM3045_20"
"563","08LIT2585",2020-09-21 16:30:00,5,"08LIT2585_20"
"564","07RAG012515",2020-08-27 17:10:00,2,"07RAG012515_20"
"565","08ISS4573",2020-10-01 17:40:00,4,"08ISS4573_20"
"568","07LMS103591",2020-09-22 16:42:00,0,"07LMS103591_20"
"569","08LAK3880",2020-10-01 19:30:00,3,"08LAK3880_20"
"570","28A",2020-10-05 20:30:00,17,"28A_20"
"571","VashChris",2020-10-05 22:00:00,1,"VashChris_20"
"572","09SOO1283",2020-10-06 21:00:00,11,"09SOO1283_20"
"573","07SFS011059",2020-10-07 16:30:00,1,"07SFS011059_20"
"574","08BEA3312",2020-09-21 18:50:00,2,"08BEA3312_20"
"575","09NEW1657",2020-10-01 17:53:00,1,"09NEW1657_20"
"576","08SAM0000",2020-09-09 19:00:00,6,"08SAM0000_20"
"579","07LMS093027",2020-10-07 19:21:00,1,"07LMS093027_20"
"580","09LOW0751",2020-10-01 18:30:00,10,"09LOW0751_20"
"588","08WES0905",2021-07-26 22:30:00,0,"08WES0905_21"
"589","07RAG004615",2021-08-09 17:00:00,3,"07RAG004615_21"
"590","07PAT166087",2021-08-09 20:00:00,1,"07PAT166087_21"
"593","07TKL072439",2021-07-20 19:30:00,10,"07TKL072439_21"
"594","09COV1864",2021-07-22 19:00:00,6,"09COV1864_21"
"595","09NEW2102",2021-07-28 21:00:00,12,"09NEW2102_21"
"596","09DEE2211",2021-07-28 17:00:00,0,"09DEE2211_21"
"597","09NEW2128",2021-07-28 19:30:00,4,"09NEW2128_21"
"599","08ISS3877",2021-07-27 15:45:00,9,"08ISS3877_21"
"600","07PAT231079",2021-07-21 16:30:00,20,"07PAT231079_21"
"601","09COV1862",2021-07-22 15:30:00,2,"09COV1862_21"
"602","08WES1490",2021-08-12 15:30:00,6,"08WES1490_21"
"603","08WES1579",2021-08-12 18:20:00,2,"08WES1579_21"
"604","08LAK3540",2021-07-28 20:00:00,14,"08LAK3540_21"
"605","08EAS2546",2021-08-19 16:00:00,3,"08EAS2546_21"
"608","08NOR2115",2021-08-24 20:30:00,3,"08NOR2115_21"
"610","08LAK3121",2021-08-24 16:45:00,5,"08LAK3121_21"
"611","08LIT2692",2021-08-12 18:15:00,20,"08LIT2692_21"
"614","07HAR070087",2021-07-20 17:15:00,10,"07HAR070087_21"
"615","08EVA3642",2021-07-20 20:15:00,0,"08EVA3642_21"
"618","07STL080295",2021-09-02 20:30:00,2,"07STL080295_21"
"621","08EAS2631",2021-07-22 18:36:00,24,"08EAS2631_21"
"622","07GRN022903",2021-08-23 17:05:00,3,"07GRN022903_21"
"623","08CED2898",2021-07-22 16:15:00,2,"08CED2898_21"
"624","08SAM2674",2021-08-26 16:45:00,1,"08SAM2674_21"
"625","08LIT2602",2021-08-12 22:00:00,7,"08LIT2602_21"
"626","07SFS066611",2021-07-26 17:20:00,11,"07SFS066611_21"
"627","07LNT062039",2021-08-23 20:45:00,2,"07LNT062039_21"
"628","08ISS4748",2021-07-26 20:50:00,3,"08ISS4748_21"
"629","08BEA3474",2021-08-26 21:00:00,0,"08BEA3474_21"
"630","08CED4192",2021-08-02 17:00:00,15,"08CED4192_21"
"631","08SAM1914",2021-07-19 16:00:00,8,"08SAM1914_21"
"633","09SOO1022",2021-08-04 17:30:00,4,"09SOO1022_21"
"634","BSE_1_MudMtnRd",2021-09-01 16:30:00,7,"BSE_1_MudMtnRd_21"
"635","07LNT130827",2021-08-25 18:00:00,22,"07LNT130827_21"
"636","09MIL0340",2021-07-19 16:00:00,1,"09MIL0340_21"
"637","09MID1817",2021-07-19 21:45:00,6,"09MID1817_21"
"638","07PAT001415",2021-09-02 17:00:00,5,"07PAT001415_21"
"639","09SOO1134",2021-08-04 20:30:00,4,"09SOO1134_21"
"640","09MIL0390",2021-07-19 19:15:00,2,"09MIL0390_21"
"641","09JEN1357",2021-08-02 22:15:00,9,"09JEN1357_21"
"642","07LNT075179",2021-08-24 18:30:00,57,"07LNT075179_21"
"643","09JEN1318",2021-08-02 20:30:00,0,"09JEN1318_21"
"645","09SOO0943",2021-08-12 19:15:00,7,"09SOO0943_21"
"646","07SFS041891",2021-09-02 20:45:00,1,"07SFS041891_21"
"647","09LOW0753",2021-08-12 16:00:00,9,"09LOW0753_21"
"649","08WES1340",2021-08-30 16:45:00,9,"08WES1340_21"
"650","08NOR1370",2021-08-09 21:00:00,17,"08NOR1370_21"
"651","08BEA3747",2021-08-09 17:00:00,34,"08BEA3747_21"
"653","BSE_21_GolfCrs",2021-09-01 21:00:00,10,"BSE_21_GolfCrs_21"
"654","BSE_8_268hAveSE",2021-09-01 19:15:00,6,"BSE_8_268hAveSE_21"
"658","09DUW0277",2021-08-18 18:30:00,2,"09DUW0277_21"
"659","09BLA0756",2021-09-20 20:30:00,5,"09BLA0756_21"
"660","WalkerPreserve",2021-09-20 16:15:00,0,"WalkerPreserve_21"
"661","09BLA0722",2021-09-20 18:00:00,5,"09BLA0722_21"
"662","07LMS093027",2021-09-16 20:30:00,3,"07LMS093027_21"
"663","07SFS011475",2021-09-16 17:00:00,115,"07SFS011475_21"
"664","09BLA0675",2021-09-13 19:30:00,5,"09BLA0675_21"
"665","09BLA0716",2021-09-13 16:45:00,0,"09BLA0716_21"
"666","08LAK3628",2021-09-21 16:00:00,4,"08LAK3628_21"
"667","08CED2433",2021-09-14 16:15:00,4,"08CED2433_21"
"668","08LAK3879",2021-09-21 20:45:00,8,"08LAK3879_21"
"669","08CED2711",2021-09-14 21:00:00,11,"08CED2711_21"
"670","09NEW1657",2021-09-15 16:45:00,11,"09NEW1657_21"
"671","08EVA3637",2021-09-16 15:45:00,0,"08EVA3637_21"
"672","09BLA0772",2021-09-15 21:00:00,0,"09BLA0772_21"
"674","07RAG018227",2021-09-22 17:00:00,13,"07RAG018227_21"
"675","07HAR025863",2021-09-23 19:45:00,0,"07HAR025863_21"
"676","07GRN077319",2021-09-23 21:35:00,3,"07GRN077319_21"
"677","08EVA3640",2021-09-23 16:30:00,2,"08EVA3640_21"
"678","09NEW2076",2021-09-21 20:00:00,0,"09NEW2076_21"
"679","08SAM2865",2021-09-23 19:45:00,6,"08SAM2865_21"
"680","09MID1374",2021-09-21 17:00:00,0,"09MID1374_21"
"681","07LMS213875",2021-09-13 17:15:00,12,"07LMS213875_21"
"682","08EAS2272",2021-09-20 18:00:00,0,"08EAS2272_21"
"683","07SFS009443",2021-09-13 21:15:00,10,"07SFS009443_21"
"684","08BEA3571",2021-09-16 18:30:00,2,"08BEA3571_21"
"685","Miller_SWSSD",2021-09-14 19:50:00,4,"Miller_SWSSD_21"
"686","07RAG022147",2021-09-22 21:15:00,16,"07RAG022147_21"
"687","07RAG012515",2021-09-22 21:30:00,7,"07RAG012515_21"
"688","ZAK",2021-07-28 16:30:00,2,"ZAK_21"
"689","08ISS4294",2021-09-21 17:15:00,3,"08ISS4294_21"
"690","Miller_Cove",2021-09-14 16:30:00,8,"Miller_Cove_21"
"691","09BLA0771",2021-09-13 21:45:00,13,"09BLA0771_21"
"693","07CHR070059",2021-09-23 16:45:00,3,"07CHR070059_21"
"694","07TKL047047",2021-09-29 16:00:00,4,"07TKL047047_21"
"695","09DUW0225",2021-07-28 19:30:00,5,"09DUW0225_21"
"696","09DUW0091",2021-07-28 16:15:00,7,"09DUW0091_21"
"697","07PAT228627",2021-08-17 16:45:00,95,"07PAT228627_21"
"698","07PAT187623",2021-09-29 15:45:00,0,"07PAT187623_21"
"699","08ISS3962",2021-08-25 17:15:00,12,"08ISS3962_21"
"700","07CHR234411",2021-08-23 22:00:00,14,"07CHR234411_21"
"701","08EAS2191",2021-08-04 21:30:00,3,"08EAS2191_21"
"702","07CHR045515",2021-08-23 17:45:00,0,"07CHR045515_21"
"703","08WES1037",2021-09-28 21:40:00,1,"08WES1037_21"
"704","07LMS055075",2021-07-21 16:15:00,6,"07LMS055075_21"
"705","07RAG002867",2021-09-29 19:30:00,11,"07RAG002867_21"
"706","08CED2518",2021-09-14 18:00:00,4,"08CED2518_21"
"707","07LNT163403",2021-09-29 20:00:00,10,"07LNT163403_21"
"709","08EAS1964",2021-09-20 20:30:00,6,"08EAS1964_21"
"710","08EAS2446",2021-07-21 22:00:00,3,"08EAS2446_21"
"711","08LAK2827",2021-08-05 20:30:00,1,"08LAK2827_21"
"712","08LIT2603",2021-09-16 20:30:00,1,"08LIT2603_21"
"713","08LIT2781",2021-09-16 18:00:00,1,"08LIT2781_21"
"716","08EAS1536",2021-09-20 16:00:00,6,"08EAS1536_21"
"717","08WES1178",2021-07-14 19:30:00,15,"08WES1178_21"
"718","08BEA3737",2021-08-04 18:00:00,0,"08BEA3737_21"
"719","08BEA3650",2021-08-04 15:30:00,26,"08BEA3650_21"
"720","08CED5032",2021-07-13 20:45:00,3,"08CED5032_21"
"721","08CED5046",2021-07-12 20:45:00,25,"08CED5046_21"
"722","08SAM2855",2021-07-19 18:45:00,5,"08SAM2855_21"
"723","08ISS4730",2021-07-26 17:00:00,7,"08ISS4730_21"
"724","07RAG043443",2021-08-17 21:30:00,15,"07RAG043443_21"
"725","08EAS2540",2021-07-21 19:45:00,5,"08EAS2540_21"
"726","09LOW0325",2021-10-04 22:15:00,2,"09LOW0325_21"
"727","08NOR1362",2021-10-04 17:15:00,7,"08NOR1362_21"
"728","09BLA0768",2021-10-07 17:15:00,4,"09BLA0768_21"
"729","08LIT2682",2021-09-29 21:40:00,12,"08LIT2682_21"
"730","09MID2426",2021-10-05 16:30:00,9,"09MID2426_21"
"731","08ISS4735",2021-07-26 20:30:00,11,"08ISS4735_21"
"732","08NOR2306",2021-09-29 19:00:00,19,"08NOR2306_21"
"733","09COV1418",2021-10-05 19:15:00,2,"09COV1418_21"
"734","08NOR1750",2021-09-29 16:20:00,4,"08NOR1750_21"
"735","09DEE2163",2021-10-07 18:15:00,1,"09DEE2163_21"
"736","09COV1165",2021-10-04 22:45:00,13,"09COV1165_21"
"737","09DEE2294",2021-10-06 15:05:00,2,"09DEE2294_21"
"738","09SOO1130",2021-10-06 20:30:00,8,"09SOO1130_21"
"739","09DEE2208",2021-10-07 16:20:00,0,"09DEE2208_21"
"740","09COV1756",2021-10-04 20:20:00,17,"09COV1756_21"
"741","09LOW0751",2021-10-06 18:00:00,12,"09LOW0751_21"
"742","09SOO1209",2021-10-07 14:30:00,2,"09SOO1209_21"
"743","08BEA3312",2021-07-19 21:00:00,7,"08BEA3312_21"
"745","07LMS033235",2021-08-05 16:00:00,56,"07LMS033235_21"
"746","08ISS4724",2021-07-14 20:45:00,2,"08ISS4724_21"
"749","08WES0622",2021-07-22 17:00:00,3,"08WES0622_21"
"750","08EAS2058",2021-07-29 16:45:00,6,"08EAS2058_21"
"751","08WES0903",2021-08-04 17:30:00,12,"08WES0903_21"
"753","09MID1958",2021-08-05 16:45:00,3,"09MID1958_21"
"754","09MID1744",2021-08-05 20:15:00,10,"09MID1744_21"
"755","07STL184007",2021-08-12 17:30:00,2,"07STL184007_21"
"756","08SAM0000",2021-08-19 16:45:00,3,"08SAM0000_21"
"757","08WES0629",2021-08-19 21:00:00,8,"08WES0629_21"
"758","08ISS4573",2021-08-26 17:00:00,6,"08ISS4573_21"
"759","08LAK3699",2021-08-26 20:00:00,7,"08LAK3699_21"
"760","08LIT2585",2021-08-31 17:15:00,4,"08LIT2585_21"
"761","08SAM2862",2021-08-31 21:00:00,9,"08SAM2862_21"
"762","08BEA3914",2021-09-02 17:00:00,7,"08BEA3914_21"
"763","08BEA3826",2021-09-02 20:30:00,2,"08BEA3826_21"
"764","08SAM3047",2021-09-08 18:30:00,9,"08SAM3047_21"
"765","08EVA3813",2021-09-09 16:30:00,5,"08EVA3813_21"
"767","08SAM3045",2021-09-09 19:45:00,1,"08SAM3045_21"
"768","VashShing",2021-09-13 16:30:00,6,"VashShin_21"
"769","28A",2021-09-13 18:30:00,18,"28A_21"
"770","VashChris",2021-09-13 21:00:00,1,"VashChris_21"
"771","07LMS103591",2021-09-16 16:30:00,55,"07LMS103591_21"
"772","07LMS026663",2021-09-16 19:15:00,19,"07LMS026663_21"
"773","07SFS011059",2021-09-16 20:00:00,0,"07SFS011059_21"
"774","08BEA3321",2021-09-22 18:00:00,10,"08BEA3321_21"
"775","08LAK3880",2021-09-23 16:00:00,1,"08LAK3880_21"
"777","09BLA0817",2021-09-23 19:00:00,4,"09BLA0817_21"
"778","09SOO1283",2021-10-07 16:30:00,9,"09SOO1283_21"
